"season_id","team_name","num_of_games","total_pts"
"22020","Chicago Bulls","72","7969"
"22020","Cleveland Cavaliers","72","7476"
"22020","Dallas Mavericks","72","8096"
"22020","Denver Nuggets","72","8284"
"22020","Detroit Pistons","72","7676"
"22020","Golden State Warriors","72","8187"
"22020","Houston Rockets","72","7833"
"22020","Indiana Pacers","72","8302"
"22020","LA Clippers","72","8209"
"22020","Los Angeles Lakers","72","7887"
"22020","Memphis Grizzlies","72","8157"
"22020","Miami Heat","72","7781"
"22020","Milwaukee Bucks","72","8649"
"22020","Minnesota Timberwolves","72","8073"
"22020","New Orleans Pelicans","72","8251"
"22020","New York Knicks","72","7706"
"22020","Oklahoma City Thunder","72","7560"
"22020","Orlando Magic","72","7488"
"22020","Philadelphia 76ers","72","8182"
"22020","Phoenix Suns","72","8300"
"22020","Portland Trail Blazers","72","8360"
"22020","Sacramento Kings","72","8189"
"22020","San Antonio Spurs","72","7998"
"22020","Toronto Raptors","72","8011"
"22020","Utah Jazz","72","8382"
"22020","Washington Wizards","72","8398"
"22021","Atlanta Hawks","82","9343"
"22021","Boston Celtics","82","9164"
"22021","Brooklyn Nets","82","9258"
"22021","Charlotte Hornets","82","9457"
"22021","Chicago Bulls","82","9152"
"22021","Cleveland Cavaliers","82","8839"
"22021","Dallas Mavericks","82","8858"
"22021","Denver Nuggets","82","9243"
"22021","Detroit Pistons","82","8596"
"22021","Golden State Warriors","82","9102"
"22021","Houston Rockets","82","8997"
"22021","Indiana Pacers","82","9140"
"22021","LA Clippers","82","8890"
"22021","Los Angeles Lakers","82","9192"
"22021","Memphis Grizzlies","82","9480"
"22021","Miami Heat","82","9022"
"22021","Milwaukee Bucks","82","9470"
"22021","Minnesota Timberwolves","82","9507"
"22021","New Orleans Pelicans","82","8962"
"22021","New York Knicks","82","8731"
"22021","Oklahoma City Thunder","82","8506"
"22021","Orlando Magic","82","8547"
"22021","Philadelphia 76ers","82","9015"
"22021","Phoenix Suns","82","9416"
"22021","Portland Trail Blazers","82","8711"
"22021","Sacramento Kings","82","9045"
"22021","San Antonio Spurs","82","9279"
"22021","Toronto Raptors","82","8970"
"22021","Utah Jazz","82","9316"
"22021","Washington Wizards","82","8907"
"22022","Atlanta Hawks","68","7975"
"22022","Boston Celtics","68","7911"
"22022","Brooklyn Nets","68","7739"
"22022","Charlotte Hornets","70","7819"
"22022","Chicago Bulls","67","7582"
"22022","Cleveland Cavaliers","70","7841"
"22022","Dallas Mavericks","68","7745"
"22022","Denver Nuggets","68","7951"
"22022","Detroit Pistons","68","7571"
"22022","Golden State Warriors","68","8030"
"22022","Houston Rockets","67","7319"
"22022","Indiana Pacers","68","7875"
"22022","LA Clippers","68","7630"
"22022","Los Angeles Lakers","68","7928"
"22022","Memphis Grizzlies","65","7513"
"22022","Miami Heat","69","7491"
"22022","Milwaukee Bucks","67","7680"
"22022","Minnesota Timberwolves","68","7848"
"22022","New Orleans Pelicans","68","7752"
"22022","New York Knicks","70","7947"
"22022","Oklahoma City Thunder","68","7948"
"22022","Orlando Magic","68","7571"
"22022","Philadelphia 76ers","67","7708"
"22022","Phoenix Suns","67","7597"
"22022","Portland Trail Blazers","68","7775"
"22022","Sacramento Kings","66","8000"
"22022","San Antonio Spurs","67","7455"
"22022","Toronto Raptors","68","7642"
"22022","Utah Jazz","68","7902"
"22022","Washington Wizards","68","7596"
